age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,location,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
26,athletic,anything,desperately,NA,college/university,white,73,90040.0,banking / financial / real estate,"san francisco, california",0.0,straight,NA,other and somewhat serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), serbian (poorly), spanish (okay)",single
22,fit,anything,socially,NA,college/university,asian,69,19172.0,student,"san francisco, california",0.0,straight,has dogs and likes cats,agnosticism and very serious about it,m,sagittarius and it&rsquo;s fun to think about,yes,"english (fluently), bulgarian (poorly), russian (poorly)",single
46,average,anything,often,NA,post-graduate,white,70,1e5,executive / management,"san francisco, california",0.0,straight,has dogs,atheism and somewhat serious about it,m,NA,no,"english, japanese (fluently)",single
29,average,anything,socially,never,post-graduate,white,70,75024.0,computer / hardware / software,"oakland, california",0.0,straight,likes cats,agnosticism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
43,thin,anything,often,never,dropped out of post-graduate,hispanic / latin,67,68985.0,computer / hardware / software,"san francisco, california",0.0,gay,likes dogs and dislikes cats,atheism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
29,average,NA,socially,sometimes,college/university,hispanic / latin,70,19714.0,political / government,"san francisco, california",NA,gay,likes dogs and likes cats,christianity and somewhat serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently), portuguese (fluently), chinese (poorly)",seeing someone
31,athletic,NA,often,never,two-year college,white,72,38332.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and has cats,atheism and very serious about it,m,NA,no,english,single
37,a little extra,anything,socially,sometimes,high school,hispanic / latin,74,75888.0,science / tech / engineering,"san mateo, california",0.0,straight,NA,other and very serious about it,m,pisces and it&rsquo;s fun to think about,no,english,single
36,curvy,anything,socially,never,post-graduate,white,60,55104.0,entertainment / media,"oakland, california",0.0,straight,likes dogs and has cats,judaism but not too serious about it,f,aries but it doesn&rsquo;t matter,no,english (fluently),single
29,average,other,socially,never,dropped out of two-year college,white,67,18620.0,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs and likes cats,NA,f,scorpio and it&rsquo;s fun to think about,no,english,single
37,average,NA,socially,never,college/university,white,73,1e5,artistic / musical / writer,"san francisco, california",NA,straight,likes dogs,atheism and somewhat serious about it,m,taurus,no,english (fluently),seeing someone
38,athletic,anything,socially,NA,college/university,asian,67,99920.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs,christianity but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), korean (poorly), german (poorly)",single
48,fit,anything,socially,never,college/university,white,75,1e5,computer / hardware / software,"san mateo, california",2.0,straight,likes dogs and likes cats,other but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (fluently)",single
29,average,anything,often,sometimes,college/university,black,77,27981.0,artistic / musical / writer,"san francisco, california",NA,gay,NA,other and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay), italian (okay), spanish (poorly), german (poorly)",single
22,athletic,anything,socially,never,college/university,NA,66,75208.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,christianity,f,NA,no,"english (fluently), french (okay)",single
32,curvy,vegan,rarely,sometimes,post-graduate,native american,62,27975.0,artistic / musical / writer,"san francisco, california",NA,bisexual,likes dogs and likes cats,buddhism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), arabic (fluently), french (fluently), hebrew (okay), spanish (poorly)",single
25,athletic,anything,rarely,never,college/university,white,75,19762.0,student,"san francisco, california",NA,straight,likes dogs,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
29,athletic,anything,socially,sometimes,post-graduate,white,72,19594.0,student,"san francisco, california",NA,straight,likes dogs and likes cats,other and laughing about it,m,leo and it&rsquo;s fun to think about,no,"english, chinese (okay), indonesian (poorly)",single
42,average,anything,NA,never,college/university,white,68,58530.0,military,"san francisco, california",NA,straight,has dogs and likes cats,christianity,m,taurus but it doesn&rsquo;t matter,no,english,single
24,thin,anything,not at all,never,dropped out of college/university,white,72,73960.0,artistic / musical / writer,"san francisco, california",0.0,straight,has dogs and likes cats,buddhism,m,pisces,no,english,single
43,athletic,anything,socially,never,post-graduate,white,71,19884.0,student,"oakland, california",NA,straight,likes dogs and has cats,agnosticism,m,aquarius but it doesn&rsquo;t matter,no,english,single
26,fit,anything,often,never,dropped out of college/university,white,72,19258.0,entertainment / media,"oakland, california",0.0,straight,likes dogs and has cats,atheism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),available
47,thin,NA,rarely,never,college/university,white,75,64323.0,artistic / musical / writer,"berkeley, california",1.0,straight,likes dogs and likes cats,NA,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), latin (poorly)",married
30,average,NA,socially,sometimes,post-graduate,white,73,77136.0,entertainment / media,"san francisco, california",NA,bisexual,likes dogs and likes cats,NA,m,cancer and it&rsquo;s fun to think about,no,english,single
27,fit,anything,socially,never,college/university,native american,66,18318.0,sales / marketing / biz dev,"oakland, california",0.0,straight,likes dogs and likes cats,agnosticism and very serious about it,m,sagittarius,sometimes,english (okay),single
28,average,anything,socially,never,college/university,white,74,96160.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,NA,m,pisces,no,english,single
21,athletic,anything,socially,NA,college/university,pacific islander,69,19406.0,student,"berkeley, california",NA,gay,likes dogs and dislikes cats,catholicism but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english, spanish (okay), latin (poorly)",single
25,fit,anything,socially,NA,college/university,hispanic / latin,66,27048.0,clerical / administrative,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
48,curvy,anything,rarely,never,post-graduate,white,64,54798.0,education / academia,"berkeley, california",2.0,straight,NA,judaism and laughing about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
27,athletic,NA,often,NA,college/university,asian,69,45705.0,science / tech / engineering,"san francisco, california",NA,gay,has dogs and dislikes cats,christianity but not too serious about it,m,leo but it doesn&rsquo;t matter,sometimes,"english (fluently), thai (okay)",single
22,athletic,anything,rarely,sometimes,college/university,white,63,18974.0,clerical / administrative,"san francisco, california",0.0,gay,likes dogs,other,f,virgo and it&rsquo;s fun to think about,no,english,single
41,fit,vegetarian,socially,never,post-graduate,white,68,72464.0,political / government,"oakland, california",0.0,straight,likes dogs and has cats,atheism and laughing about it,m,NA,no,"english, spanish (poorly)",single
35,athletic,anything,socially,never,post-graduate,white,71,92440.0,executive / management,"berkeley, california",NA,straight,likes dogs and likes cats,christianity and very serious about it,m,cancer but it doesn&rsquo;t matter,no,english,single
31,average,anything,socially,never,college/university,white,72,38164.0,entertainment / media,"berkeley, california",NA,straight,likes dogs and has cats,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), italian (poorly), spanish (poorly), japanese (poorly)",seeing someone
27,average,NA,socially,NA,college/university,white,74,29241.0,entertainment / media,"berkeley, california",NA,straight,likes dogs and has cats,other but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),single
26,athletic,NA,socially,never,college/university,white,72,91060.0,computer / hardware / software,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and laughing about it,m,NA,no,english (fluently),single
35,fit,anything,often,never,college/university,white,75,72608.0,transportation,"san francisco, california",0.0,straight,likes dogs,agnosticism and laughing about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), japanese (poorly), spanish (okay)",single
35,average,anything,not at all,never,college/university,white,72,93330.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,m,leo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), c++ (okay)",single
28,average,anything,often,never,college/university,white,71,36836.0,clerical / administrative,"san leandro, california",0.0,straight,likes dogs and likes cats,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), german (poorly), japanese (poorly), spanish (poorly)",seeing someone
39,fit,anything,socially,never,post-graduate,white,74,1e5,education / academia,"berkeley, california",0.0,straight,likes dogs,other,m,NA,no,"english, spanish (okay), korean (okay), french (poorly), japanese (okay)",single
34,a little extra,anything,socially,never,post-graduate,white,79,91480.0,science / tech / engineering,"san francisco, california",2.0,straight,likes dogs and has cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,sometimes,"english (fluently), french (poorly)",available
18,a little extra,NA,socially,sometimes,two-year college,white,76,18094.0,student,"san mateo, california",0.0,straight,likes dogs and likes cats,NA,m,leo and it&rsquo;s fun to think about,sometimes,"english (fluently), french (okay)",single
28,average,NA,rarely,never,college/university,hispanic / latin,68,38988.0,artistic / musical / writer,"san francisco, california",NA,straight,NA,NA,m,cancer,sometimes,"english (fluently), spanish (fluently)",single
30,average,anything,socially,sometimes,college/university,white,68,73408.0,medicine / health,"san francisco, california",NA,gay,NA,NA,f,taurus but it doesn&rsquo;t matter,yes,english,single
29,athletic,NA,socially,never,college/university,white,69,19004.0,education / academia,"berkeley, california",NA,straight,likes dogs and likes cats,agnosticism,m,leo but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",available
31,a little extra,anything,socially,sometimes,college/university,white,74,55404.0,banking / financial / real estate,"san francisco, california",0.0,straight,likes dogs,judaism and laughing about it,m,sagittarius but it doesn&rsquo;t matter,sometimes,english (fluently),single
25,average,anything,socially,sometimes,college/university,white,71,38080.0,science / tech / engineering,"oakland, california",0.0,straight,NA,atheism,m,scorpio but it doesn&rsquo;t matter,trying to quit,english,single
28,average,anything,socially,never,post-graduate,white,73,19096.0,student,"berkeley, california",0.0,straight,likes dogs and likes cats,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,sometimes,"english (fluently), spanish (poorly), french (poorly)",single
29,average,anything,often,NA,post-graduate,white,66,27867.0,science / tech / engineering,"oakland, california",NA,straight,has dogs,NA,f,NA,no,"english (fluently), spanish (poorly)",single
24,average,anything,not at all,sometimes,high school,white,68,19182.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,other and laughing about it,m,aquarius and it&rsquo;s fun to think about,yes,english,single
30,average,NA,not at all,NA,college/university,white,74,29328.0,executive / management,"alameda, california",NA,straight,likes dogs and likes cats,other and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,single
43,fit,anything,socially,never,post-graduate,white,68,1e5,executive / management,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,NA,no,english,single
32,average,anything,often,never,college/university,white,67,74336.0,medicine / health,"san francisco, california",0.0,straight,likes dogs and likes cats,other and very serious about it,f,NA,no,"english (fluently), italian (poorly), spanish (poorly), french (poorly), german (poorly)",single
31,fit,anything,often,sometimes,college/university,white,69,1e5,executive / management,"san francisco, california",NA,straight,likes dogs,other and laughing about it,m,NA,no,"english, french (poorly)",single
42,athletic,NA,socially,NA,college/university,black,71,96e3,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,m,pisces and it&rsquo;s fun to think about,no,"english (fluently), german (okay)",single
35,average,anything,socially,sometimes,college/university,black,72,19014.0,artistic / musical / writer,"oakland, california",NA,straight,likes dogs and likes cats,other and laughing about it,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
23,athletic,NA,socially,never,post-graduate,white,74,1e5,student,"berkeley, california",NA,straight,has dogs,NA,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), french (fluently), italian (okay)",single
36,average,anything,socially,never,college/university,white,77,73744.0,entertainment / media,"san francisco, california",0.0,straight,NA,NA,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), japanese (poorly)",single
25,average,NA,socially,never,college/university,hispanic / latin,71,18360.0,political / government,"san francisco, california",NA,gay,NA,NA,m,virgo and it&rsquo;s fun to think about,no,english (fluently),single
25,average,anything,often,sometimes,college/university,white,63,28089.0,artistic / musical / writer,"san francisco, california",0.0,straight,dislikes dogs and likes cats,atheism,f,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
33,fit,NA,socially,NA,college/university,white,69,58920.0,computer / hardware / software,"san francisco, california",NA,straight,NA,christianity and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,no,english (fluently),single
50,fit,anything,socially,never,post-graduate,asian,68,1e5,computer / hardware / software,"san francisco, california",NA,straight,dislikes dogs and dislikes cats,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,no,"english (fluently), chinese (poorly), french (poorly)",available
20,fit,vegan,socially,NA,college/university,asian,71,1e5,student,"berkeley, california",0.0,straight,has dogs and likes cats,atheism and somewhat serious about it,m,cancer,NA,"english (fluently), chinese (poorly)",single
26,athletic,NA,socially,NA,college/university,white,71,78088.0,sales / marketing / biz dev,"san francisco, california",NA,gay,has dogs,NA,m,libra and it&rsquo;s fun to think about,no,english (fluently),single
28,thin,anything,socially,sometimes,two-year college,hispanic / latin,70,18534.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,atheism and laughing about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
30,fit,NA,rarely,never,college/university,white,70,37172.0,education / academia,"oakland, california",NA,straight,NA,judaism,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), russian (fluently)",single
45,average,NA,socially,NA,two-year college,hispanic / latin,73,27804.0,transportation,"hayward, california",1.0,straight,likes dogs and likes cats,christianity and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,no,english (fluently),single
45,average,NA,socially,never,two-year college,white,72,27240.0,transportation,"hayward, california",1.0,straight,likes dogs and likes cats,christianity,m,scorpio and it&rsquo;s fun to think about,no,english,single
31,athletic,NA,socially,never,college/university,other,69,1e5,sales / marketing / biz dev,"san francisco, california",NA,straight,NA,NA,m,scorpio,NA,english (fluently),single
32,fit,anything,socially,never,college/university,white,70,49755.0,law / legal services,"alameda, california",NA,straight,likes cats,buddhism but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), japanese (poorly), french (poorly), farsi (poorly)",single
29,average,anything,socially,never,college/university,white,72,92240.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs,catholicism but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,english (fluently),single
31,thin,anything,socially,never,post-graduate,asian,63,93050.0,science / tech / engineering,"san mateo, california",0.0,straight,NA,christianity,f,sagittarius and it&rsquo;s fun to think about,no,"english (fluently), chinese (fluently), japanese (okay)",single
25,athletic,anything,socially,NA,college/university,white,72,76168.0,executive / management,"san francisco, california",NA,straight,likes dogs and dislikes cats,agnosticism,m,NA,no,"english (fluently), spanish (okay)",single
30,athletic,anything,socially,never,post-graduate,asian,69,78512.0,executive / management,"san francisco, california",0.0,gay,NA,NA,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), vietnamese (okay), spanish (poorly), japanese (poorly)",single
38,athletic,NA,socially,sometimes,two-year college,hispanic / latin,70,45550.0,hospitality / travel,"san francisco, california",0.0,gay,likes dogs and has cats,other but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,english,single
30,fit,anything,socially,never,college/university,white,70,94600.0,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,christianity,m,NA,no,english,single
24,average,anything,rarely,never,college/university,white,70,75664.0,banking / financial / real estate,"oakland, california",0.0,straight,NA,atheism but not too serious about it,m,pisces but it doesn&rsquo;t matter,no,english,single
58,curvy,vegetarian,socially,sometimes,post-graduate,native american,65,19750.0,law / legal services,"san francisco, california",2.0,straight,dislikes dogs and likes cats,agnosticism and laughing about it,f,sagittarius and it&rsquo;s fun to think about,sometimes,"english, c++ (poorly), spanish (poorly)",available
23,average,NA,very often,never,college/university,black,67,18718.0,sales / marketing / biz dev,"berkeley, california",NA,straight,has dogs and likes cats,NA,f,cancer,no,english (fluently),single
24,thin,anything,often,sometimes,college/university,NA,67,27597.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,f,gemini and it&rsquo;s fun to think about,no,"english (fluently), french (okay)",single
42,fit,anything,socially,NA,post-graduate,black,75,47410.0,artistic / musical / writer,"oakland, california",NA,straight,likes dogs and likes cats,NA,m,leo and it&rsquo;s fun to think about,NA,"english (fluently), russian (okay), german (okay), french (okay)",single
34,athletic,NA,socially,never,college/university,white,67,95380.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs and likes cats,judaism and laughing about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
32,fit,vegetarian,socially,never,post-graduate,NA,74,37256.0,sales / marketing / biz dev,"san francisco, california",1.0,straight,NA,NA,m,libra,no,english,single
28,fit,other,rarely,sometimes,college/university,other,69,1e5,hospitality / travel,"san francisco, california",NA,straight,NA,NA,m,leo,sometimes,english,single
28,average,anything,socially,never,college/university,white,74,96270.0,science / tech / engineering,"san mateo, california",0.0,straight,likes dogs and has cats,atheism,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), french (okay), spanish (poorly)",single
33,average,anything,socially,never,post-graduate,white,75,38920.0,education / academia,"san leandro, california",0.0,straight,likes dogs and likes cats,christianity and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,no,"english, spanish (okay)",single
35,average,anything,often,NA,post-graduate,white,72,1e5,executive / management,"san francisco, california",0.0,straight,has dogs,atheism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,english (fluently),single
28,athletic,anything,socially,sometimes,college/university,white,74,57696.0,construction / craftsmanship,"oakland, california",NA,straight,has dogs and likes cats,agnosticism and laughing about it,m,cancer but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay)",single
29,a little extra,vegetarian,often,NA,college/university,white,70,72896.0,computer / hardware / software,"san francisco, california",0.0,straight,dislikes dogs and has cats,other and somewhat serious about it,m,aries but it doesn&rsquo;t matter,NA,"english (fluently), c++ (fluently), german (okay)",single
26,a little extra,anything,socially,sometimes,college/university,white,73,54216.0,science / tech / engineering,"san francisco, california",0.0,straight,has dogs,judaism but not too serious about it,m,NA,no,"english (fluently), hebrew (poorly)",single
27,average,anything,socially,NA,post-graduate,white,62,18840.0,science / tech / engineering,"berkeley, california",NA,bisexual,likes dogs and has cats,agnosticism but not too serious about it,f,taurus and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",seeing someone
22,athletic,anything,often,sometimes,college/university,white,72,19366.0,student,"oakland, california",0.0,straight,likes dogs and likes cats,atheism,m,aries but it doesn&rsquo;t matter,yes,english,single
22,average,vegetarian,socially,never,college/university,white,64,18988.0,student,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,sagittarius,no,"english (fluently), french (okay)",single
35,average,NA,rarely,sometimes,dropped out of college/university,middle eastern,72,19616.0,artistic / musical / writer,"san francisco, california",NA,gay,likes dogs and likes cats,other and somewhat serious about it,m,libra and it&rsquo;s fun to think about,sometimes,"english (fluently), french (poorly), c++ (okay), lisp (fluently), hebrew (poorly)",available
36,fit,NA,not at all,never,post-graduate,white,68,58734.0,education / academia,"palo alto, california",NA,gay,NA,NA,m,NA,no,"english (fluently), spanish (okay), korean (okay), chinese (okay), sign language (poorly)",single
28,thin,NA,socially,sometimes,college/university,white,69,38636.0,hospitality / travel,"san francisco, california",NA,straight,has cats,atheism and very serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english, french",single
35,athletic,NA,socially,never,post-graduate,white,65,63070.0,entertainment / media,"san francisco, california",NA,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,f,capricorn and it&rsquo;s fun to think about,no,"english (fluently), greek (fluently), french (fluently), spanish (poorly), japanese (okay)",single
24,athletic,other,socially,never,dropped out of college/university,white,71,1e5,science / tech / engineering,"san francisco, california",0.0,straight,likes dogs and likes cats,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), c++ (fluently), spanish (okay)",single
25,athletic,anything,socially,NA,college/university,asian,66,19038.0,artistic / musical / writer,"oakland, california",NA,straight,NA,other and laughing about it,f,scorpio and it&rsquo;s fun to think about,no,english,available
29,athletic,anything,rarely,never,two-year college,NA,65,47770.0,artistic / musical / writer,"san rafael, california",NA,straight,has dogs and likes cats,buddhism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), chinese (okay), french (poorly)",single
50,fit,anything,often,NA,college/university,white,61,55176.0,political / government,"oakland, california",0.0,straight,likes dogs,atheism and somewhat serious about it,f,NA,no,english,single
30,average,anything,socially,never,college/university,white,67,28461.0,sales / marketing / biz dev,"berkeley, california",NA,straight,likes dogs and likes cats,NA,f,gemini,NA,english,single
22,athletic,NA,socially,NA,college/university,black,74,18844.0,entertainment / media,"emeryville, california",NA,straight,likes dogs and likes cats,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,no,english,single
43,curvy,NA,socially,never,post-graduate,other,71,39400.0,education / academia,"san francisco, california",0.0,straight,has dogs and dislikes cats,other,f,gemini,sometimes,"english, french (poorly)",single
42,average,anything,often,NA,college/university,white,66,54228.0,political / government,"san francisco, california",2.0,straight,likes dogs,atheism and laughing about it,f,gemini but it doesn&rsquo;t matter,no,"english (fluently), french (okay), german (poorly), greek (poorly)",single
24,a little extra,NA,socially,sometimes,two-year college,white,70,79808.0,artistic / musical / writer,"berkeley, california",NA,straight,NA,atheism,m,NA,no,english (fluently),single
22,thin,anything,very often,sometimes,college/university,NA,68,18684.0,artistic / musical / writer,"san francisco, california",0.0,bisexual,has cats,agnosticism,f,cancer and it&rsquo;s fun to think about,no,english,single
39,average,anything,socially,never,college/university,hispanic / latin,66,79560.0,entertainment / media,"san francisco, california",NA,bisexual,likes dogs and likes cats,agnosticism and somewhat serious about it,f,aquarius and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",available
36,thin,NA,often,never,college/university,white,64,1e5,entertainment / media,"san francisco, california",NA,straight,NA,agnosticism but not too serious about it,f,libra,no,english (fluently),single
24,thin,anything,socially,sometimes,dropped out of two-year college,white,71,18608.0,entertainment / media,"oakland, california",NA,straight,likes dogs and has cats,NA,m,scorpio but it doesn&rsquo;t matter,yes,english,available
32,average,anything,socially,never,post-graduate,white,68,1e5,entertainment / media,"san francisco, california",0.0,straight,likes dogs,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,no,"english (fluently), spanish (fluently)",single
38,athletic,NA,socially,never,college/university,white,70,39264.0,hospitality / travel,"san rafael, california",NA,straight,NA,atheism and laughing about it,m,capricorn and it&rsquo;s fun to think about,no,english,single
23,fit,anything,socially,NA,college/university,black,69,99800.0,executive / management,"berkeley, california",0.0,straight,likes dogs,other but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), french (poorly), arabic (poorly), latin (okay), sign language (okay)",single
27,fit,anything,socially,never,college/university,white,70,77544.0,science / tech / engineering,"san francisco, california",NA,straight,likes dogs,atheism and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english, greek",single
38,average,other,rarely,never,post-graduate,native american,67,67459.0,medicine / health,"berkeley, california",0.0,straight,likes dogs and likes cats,judaism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,"english (fluently), thai (poorly), spanish (poorly)",single
66,thin,vegan,not at all,never,two-year college,white,67,27837.0,medicine / health,"berkeley, california",2.0,straight,likes dogs and likes cats,judaism and somewhat serious about it,f,aries and it&rsquo;s fun to think about,sometimes,english,single
46,average,anything,socially,never,post-graduate,white,70,98100.0,entertainment / media,"san francisco, california",2.0,straight,NA,NA,m,taurus and it&rsquo;s fun to think about,no,"english (fluently), french (poorly)",single
24,fit,anything,rarely,often,two-year college,white,73,18544.0,artistic / musical / writer,"san francisco, california",0.0,straight,likes dogs and likes cats,agnosticism and very serious about it,m,scorpio but it doesn&rsquo;t matter,yes,english (fluently),seeing someone
27,athletic,NA,NA,never,college/university,white,75,1e5,banking / financial / real estate,"san francisco, california",NA,straight,NA,NA,m,NA,NA,english,single
26,curvy,vegetarian,socially,never,college/university,white,67,58902.0,transportation,"san francisco, california",0.0,straight,likes dogs,atheism and very serious about it,f,virgo but it doesn&rsquo;t matter,no,"english (fluently), french (poorly), italian (poorly), indonesian (poorly)",single
31,fit,anything,socially,never,college/university,white,66,98140.0,banking / financial / real estate,"san francisco, california",NA,straight,likes dogs,catholicism but not too serious about it,m,libra and it&rsquo;s fun to think about,sometimes,english,single
21,fit,anything,socially,NA,high school,asian,67,64708.0,construction / craftsmanship,"san francisco, california",0.0,straight,likes dogs,christianity and somewhat serious about it,m,NA,sometimes,english (fluently),single
28,thin,NA,socially,NA,college/university,hispanic / latin,70,19184.0,student,"alameda, california",NA,gay,NA,atheism and somewhat serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (poorly)",single
28,average,NA,often,sometimes,college/university,white,69,91010.0,computer / hardware / software,"san francisco, california",NA,straight,likes cats,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), lisp (okay), c++ (okay), german (poorly)",single
31,fit,anything,socially,never,post-graduate,asian,70,73464.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs and likes cats,NA,m,pisces,sometimes,"english (fluently), spanish (fluently), japanese (fluently), portuguese (poorly)",single
33,fit,anything,often,never,college/university,white,72,93680.0,science / tech / engineering,"san francisco, california",0.0,straight,NA,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (poorly)",single
28,thin,vegan,socially,never,post-graduate,white,68,56364.0,law / legal services,"oakland, california",0.0,gay,likes dogs and likes cats,other but not too serious about it,f,aries and it&rsquo;s fun to think about,no,english (fluently),single
68,fit,NA,rarely,never,two-year college,white,65,45690.0,banking / financial / real estate,"oakland, california",2.0,straight,likes dogs and has cats,other but not too serious about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), hungarian (fluently), french (okay), spanish (okay)",single
26,fit,anything,socially,NA,college/university,white,74,67305.0,computer / hardware / software,"berkeley, california",NA,straight,likes dogs and likes cats,agnosticism and somewhat serious about it,m,NA,no,"english, lisp, c++, sign language (poorly)",single
24,athletic,anything,socially,NA,college/university,asian,67,46670.0,computer / hardware / software,"san francisco, california",0.0,straight,has dogs,catholicism but not too serious about it,m,virgo but it doesn&rsquo;t matter,no,english,single
24,athletic,anything,very often,NA,college/university,NA,70,56352.0,sales / marketing / biz dev,"san francisco, california",0.0,straight,likes dogs,catholicism and laughing about it,m,cancer but it doesn&rsquo;t matter,sometimes,english,single
30,average,anything,often,never,college/university,white,72,47840.0,science / tech / engineering,"oakland, california",NA,straight,likes dogs and likes cats,atheism and laughing about it,m,NA,no,"english (fluently), portuguese (okay), spanish (poorly)",single
30,average,anything,socially,sometimes,college/university,white,71,67046.0,computer / hardware / software,"san francisco, california",NA,straight,likes dogs and likes cats,other but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,english (fluently),available
31,average,NA,socially,never,college/university,pacific islander,67,18166.0,artistic / musical / writer,"san francisco, california",NA,gay,likes dogs and likes cats,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,sometimes,"english (poorly), c++ (fluently)",seeing someone
25,athletic,anything,socially,never,post-graduate,white,70,97e3,executive / management,"san francisco, california",0.0,straight,likes dogs,atheism and laughing about it,m,NA,no,"english (fluently), german (fluently), portuguese (poorly), spanish (poorly), latin (poorly)",single
28,athletic,other,socially,never,college/university,indian,70,69482.0,artistic / musical / writer,"emeryville, california",0.0,straight,NA,hinduism and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,sometimes,"english (fluently), gujarati (fluently), hindi (okay), spanish (fluently)",single
