TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
mouse chr10 D3|10 75.07 cM	mouse chr10 D3|10 75.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 79.66 cM	mouse chr1 H3|1 79.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 G3|1 65.3 cM	mouse chr1 G3|1 65.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 E|12 54.32 cM	mouse chr12 E|12 54.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 78.4 cM	mouse chr7 F3|7 78.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 D|8 44.25 cM	mouse chr8 D|8 44.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.2|1 71.46 cM	mouse chr1 H2.2|1 71.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6|6 27.26 cM	mouse chr6|6 27.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2|2 F	mouse chr2|2 F	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 60.11 cM	mouse chr11 D|11 60.11 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 C-D|9	mouse chr9 C-D|9	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 A1|14 4.7 cM	mouse chr14 A1|14 4.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B1|6 17.72 cM	mouse chr6 B1|6 17.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX D-F4|X 68.46 cM	mouse chrX D-F4|X 68.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D1|10 58.67 cM	mouse chr10 D1|10 58.67 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F1|9 54.54 cM	mouse chr9 F1|9 54.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 A3|10 8.08 cM	mouse chr10 A3|10 8.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A1.1|8 5.53 cM	mouse chr8 A1.1|8 5.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F2|7 65.04 cM	mouse chr7 F2|7 65.04 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A5|4 14.25 cM	mouse chr4 A5|4 14.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 A1-A3|16 2.37 cM	mouse chr16 A1-A3|16 2.37 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C5|8 45.29 cM	mouse chr8 C5|8 45.29 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 D|9 42.26 cM	mouse chr9 D|9 42.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C2-C3|19	mouse chr19 C2-C3|19	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.1|1 70.53 cM	mouse chr1 H2.1|1 70.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C|1 30.58 cM	mouse chr1 C|1 30.58 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 D|2 41.63 cM	mouse chr2 D|2 41.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A7.3	mouse chrX A7.3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B1|13 27.68 cM	mouse chr13 B1|13 27.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 30.53 cM	mouse chr7 B4|7 30.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2H3|2	mouse chr2H3|2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 47.36 cM	mouse chr11 B5|11 47.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16|16 C3-4	mouse chr16|16 C3-4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H6|1 97.74 cM	mouse chr1 H6|1 97.74 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D2|19 51.84 cM	mouse chr19 D2|19 51.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 D3|19 54.61 cM	mouse chr19 D3|19 54.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 F|5 55.93 cM	mouse chr5 F|5 55.93 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A1|2 8.42 cM	mouse chr2 A1|2 8.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 D3|7 47.35 cM	mouse chr7 D3|7 47.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A1.1|8 4.55 cM	mouse chr8 A1.1|8 4.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D1|4 52.91 cM	mouse chr4 D1|4 52.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 D1|10 57.74 cM	mouse chr10 D1|10 57.74 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 B1|18 17.75 cM	mouse chr18 B1|18 17.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 D|17 29.61 cM	mouse chr17 D|17 29.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 28.54 cM	mouse chr7 B4|7 28.54 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.3|13 18.15 cM	mouse chr13 A3.3|13 18.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11|11 B2-B5	mouse chr11|11 B2-B5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F3|9 70.32 cM	mouse chr9 F3|9 70.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A2|3 6.25 cM	mouse chr3 A2|3 6.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C1.2|1 27.98 cM	mouse chr1 C1.2|1 27.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B3|6 24.84 cM	mouse chr6 B3|6 24.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 31.63 cM	mouse chr9 B|9 31.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 B1|4 23.57 cM	mouse chr4 B1|4 23.57 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 C3-D1|13 47.43 cM	mouse chr13 C3-D1|13 47.43 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3-F4|7 69.35 cM	mouse chr7 F3-F4|7 69.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 52.2 cM	mouse chr11 C|11 52.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 79.52 cM	mouse chr1 H3|1 79.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 E1-E2|8	mouse chr8 E1-E2|8	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 D1/D2.1|13 52.99 cM	mouse chr13 D1/D2.1|13 52.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 B|3 15.7 cM	mouse chr3 B|3 15.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 B|5 17.83 cM	mouse chr5 B|5 17.83 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 D1	mouse chr13 D1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3.3|17 12.4 cM	mouse chr17 A3.3|17 12.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 E3|7 56.1 cM	mouse chr7 E3|7 56.1 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 C|18 19.14 cM	mouse chr18 C|18 19.14 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4|1 59.98 cM	mouse chr1 E4|1 59.98 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 A4|9 16.49 cM	mouse chr9 A4|9 16.49 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F3|2 61.86 cM	mouse chr2 F3|2 61.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8|8 A3-A4	mouse chr8|8 A3-A4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 C-D|17 19.55 cM	mouse chr17 C-D|17 19.55 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A3|2 19.08 cM	mouse chr2 A3|2 19.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E2|15 40.56 cM	mouse chr15 E2|15 40.56 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 D1|15 21.15 cM	mouse chr15 D1|15 21.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F1|15 57.61 cM	mouse chr15 F1|15 57.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C2|14 27.7 cM	mouse chr14 C2|14 27.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 E3|6 52.82 cM	mouse chr6 E3|6 52.82 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C1.3|16 37.25 cM	mouse chr16 C1.3|16 37.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 59.63 cM	mouse chr11 D|11 59.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 C5|8 46.46 cM	mouse chr8 C5|8 46.46 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12|12 B3	mouse chr12|12 B3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H2.3-H3|1	mouse chr1 H2.3-H3|1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 60.95 cM	mouse chr11 D|11 60.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.86 cM	mouse chr17 B1|17 18.86 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10|10 B3-B4	mouse chr10|10 B3-B4	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E1-E2|11 82.96 cM	mouse chr11 E1-E2|11 82.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C6|4 46.19 cM	mouse chr4 C6|4 46.19 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 31.3 cM	mouse chr9 B|9 31.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 D2.2|13 63.36 cM	mouse chr13 D2.2|13 63.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 B|9 31.34 cM	mouse chr9 B|9 31.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D1|4 53.06 cM	mouse chr4 D1|4 53.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10|10 C1	mouse chr10|10 C1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 B|2 22.94 cM	mouse chr2 B|2 22.94 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3|3 F2.1-2.2	mouse chr3|3 F2.1-2.2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 D-E1|2	mouse chr2 D-E1|2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 65.75 cM	mouse chr7 F3|7 65.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 C2|1 32.91 cM	mouse chr1 C2|1 32.91 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 E1|3 29.97 cM	mouse chr3 E1|3 29.97 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H3|1 78.02 cM	mouse chr1 H3|1 78.02 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B2|17 19.44 cM	mouse chr17 B2|17 19.44 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A1|2 6.69 cM	mouse chr2 A1|2 6.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E4-E5|5 48.95 cM	mouse chr5 E4-E5|5 48.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 B1.1|8 26.32 cM	mouse chr8 B1.1|8 26.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 A3.3|6 12.3 cM	mouse chr6 A3.3|6 12.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 D|8 53.08 cM	mouse chr8 D|8 53.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B3|17 22.59 cM	mouse chr17 B3|17 22.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 B2.3|6 23.75 cM	mouse chr6 B2.3|6 23.75 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 B1|4 20.72 cM	mouse chr4 B1|4 20.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A1|17 8.42 cM	mouse chr17 A1|17 8.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 C|11 50.85 cM	mouse chr11 C|11 50.85 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F3|7 74.32 cM	mouse chr7 F3|7 74.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 B|14 18.39 cM	mouse chr14 B|14 18.39 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 D-E1|18 32.15 cM	mouse chr18 D-E1|18 32.15 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11|11 B5-C	mouse chr11|11 B5-C	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.19 cM	mouse chr17 B1|17 18.19 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 A3.1|13 12.43 cM	mouse chr13 A3.1|13 12.43 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C6|4 46.96 cM	mouse chr4 C6|4 46.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 C1|10 43.7 cM	mouse chr10 C1|10 43.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D2.1|4 53.62 cM	mouse chr4 D2.1|4 53.62 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B3|10 26.64 cM	mouse chr10 B3|10 26.64 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 E1|8 70.34 cM	mouse chr8 E1|8 70.34 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 47.59 cM	mouse chr11 B5|11 47.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F5|7 87.03 cM	mouse chr7 F5|7 87.03 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F3|6 63.06 cM	mouse chr6 F3|6 63.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4|1 59.61 cM	mouse chr1 E4|1 59.61 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G2|5 74.48 cM	mouse chr5 G2|5 74.48 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 B1|16 13.18 cM	mouse chr16 B1|16 13.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G3|5 89.52 cM	mouse chr5 G3|5 89.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 A3|1 4.5 cM	mouse chr1 A3|1 4.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7|7 D3-E1.1	mouse chr7|7 D3-E1.1	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 E1|19	mouse chr19 E1|19	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX D|X 45.25 cM	mouse chrX D|X 45.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 63.42 cM	mouse chr11 D|11 63.42 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 D|11 64.17 cM	mouse chr11 D|11 64.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F1|3 38.84 cM	mouse chr3 F1|3 38.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr13 B3|13 27.68 cM	mouse chr13 B3|13 27.68 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F1|7 57.53 cM	mouse chr7 F1|7 57.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr10 B4|10 32.25 cM	mouse chr10 B4|10 32.25 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 C2|2 42.38 cM	mouse chr2 C2|2 42.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr16 C3.3-4|16 55.18 cM	mouse chr16 C3.3-4|16 55.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX C-D|X 39.32 cM	mouse chrX C-D|X 39.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A2-A4|8	mouse chr8 A2-A4|8	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 D1|12 39.28 cM	mouse chr12 D1|12 39.28 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 F2.1|3 41.72 cM	mouse chr3 F2.1|3 41.72 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 E1|15 38.38 cM	mouse chr15 E1|15 38.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 A3-B|17 8.95 cM	mouse chr17 A3-B|17 8.95 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 G3|3 57.84 cM	mouse chr3 G3|3 57.84 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 F1|7 57.69 cM	mouse chr7 F1|7 57.69 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chrX A1.1|X 8.17 cM	mouse chrX A1.1|X 8.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4|1 60.73 cM	mouse chr1 E4|1 60.73 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 A3.1|6 10.27 cM	mouse chr6 A3.1|6 10.27 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 G3|5 86.79 cM	mouse chr5 G3|5 86.79 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C7|4 50.2 cM	mouse chr4 C7|4 50.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A1-A3|3	mouse chr3 A1-A3|3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H6|1 95.85 cM	mouse chr1 H6|1 95.85 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 C1|6 32.06 cM	mouse chr6 C1|6 32.06 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H2|2 80.92 cM	mouse chr2 H2|2 80.92 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E2|2 53.83 cM	mouse chr2 E2|2 53.83 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 A3|2 16.36 cM	mouse chr2 A3|2 16.36 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 H|1 79.4 cM	mouse chr1 H|1 79.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 D2.3|4 64.09 cM	mouse chr4 D2.3|4 64.09 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 G1|2 65.66 cM	mouse chr2 G1|2 65.66 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B5-C|7 33.44 cM	mouse chr7 B5-C|7 33.44 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F2|2 65.21 cM	mouse chr2 F2|2 65.21 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C2-C3|14	mouse chr14 C2-C3|14	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 B|1 19.51 cM	mouse chr1 B|1 19.51 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B3|11 42.87 cM	mouse chr11 B3|11 42.87 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F2-F3|6 59.32 cM	mouse chr6 F2-F3|6 59.32 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 A1-A2|5	mouse chr5 A1-A2|5	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F1|2 61.33 cM	mouse chr2 F1|2 61.33 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 B-C1|12 14.81 cM	mouse chr12 B-C1|12 14.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 F|6 57.17 cM	mouse chr6 F|6 57.17 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 F2|9 59.2 cM	mouse chr9 F2|9 59.2 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr6 E3|6 52.81 cM	mouse chr6 E3|6 52.81 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 E2|11 84.35 cM	mouse chr11 E2|11 84.35 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 C1|14 22.59 cM	mouse chr14 C1|14 22.59 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18|18 A2-B2	mouse chr18|18 A2-B2	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr3 A2-B|3 18.41 cM	mouse chr3 A2-B|3 18.41 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr17 B1|17 18.58 cM	mouse chr17 B1|17 18.58 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 B|2 23.5 cM	mouse chr2 B|2 23.5 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 A3|4 7.08 cM	mouse chr4 A3|4 7.08 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 E3-F1|7 57.7 cM	mouse chr7 E3-F1|7 57.7 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 A1.1|12 1.77 cM	mouse chr12 A1.1|12 1.77 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E4|1 58.18 cM	mouse chr1 E4|1 58.18 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr7 B4|7 28.45 cM	mouse chr7 B4|7 28.45 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 A1|15 3.3 cM	mouse chr15 A1|15 3.3 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr15 F1|15 53.96 cM	mouse chr15 F1|15 53.96 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 F|2 61.38 cM	mouse chr2 F|2 61.38 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr11 B5|11 47.53 cM	mouse chr11 B5|11 47.53 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr12 E|12 53.99 cM	mouse chr12 E|12 53.99 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr4 C4-C6|4 38.4 cM	mouse chr4 C4-C6|4 38.4 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 E2|1 52.39 cM	mouse chr1 E2|1 52.39 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 E|5 50.45 cM	mouse chr5 E|5 50.45 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr14 D3|14 39.63 cM	mouse chr14 D3|14 39.63 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9|9 A2-A3	mouse chr9|9 A2-A3	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr9 E3.1|9 47.31 cM	mouse chr9 E3.1|9 47.31 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 E3|2 54.43 cM	mouse chr2 E3|2 54.43 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A2|8 11.07 cM	mouse chr8 A2|8 11.07 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr1 G3|1 67.47 cM	mouse chr1 G3|1 67.47 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr2 H1|2 76.52 cM	mouse chr2 H1|2 76.52 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr8 A1.1|8 2.01 cM	mouse chr8 A1.1|8 2.01 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr18 E3|18 56.26 cM	mouse chr18 E3|18 56.26 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr19 C2|19 32.24 cM	mouse chr19 C2|19 32.24 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
mouse chr5 B1|5 14.78 cM	mouse chr5 B1|5 14.78 cM	0.99999999998829	-1.17100842911277e-11	1	0	0	159	17270
